6|000000659|5540|468.93|SERVICIOS DE SALUD 4.625%|001|012023|226000030
6|000000659|5541|618.48|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000030
6|000000659|202|10139.05|SUELDOS EVENTUALES|001|012023|226000030
6|000000659|5408|1445.12|IMPUESTO SOBRE LA RENTA|002|012023|226000030
7|000000660|5542|141.95|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000030
7|000000660|5540|468.93|SERVICIOS DE SALUD 4.625%|001|012023|226000030
7|000000660|5408|1445.12|IMPUESTO SOBRE LA RENTA|002|012023|226000030
7|000000660|5541|618.48|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000030
7|000000660|202|10139.05|SUELDOS EVENTUALES|001|012023|226000030
8|000000661|5542|207.11|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000020
8|000000661|5540|684.20|SERVICIOS DE SALUD 4.625%|001|012023|226000020
8|000000661|5541|902.41|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000020
8|000000661|202|14793.60|SUELDOS EVENTUALES|001|012023|226000020
8|000000661|5408|2467.40|IMPUESTO SOBRE LA RENTA|002|012023|226000020
9|000000662|5542|72.59|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000050
9|000000662|5540|239.79|SERVICIOS DE SALUD 4.625%|001|012023|226000050
9|000000662|5408|446.44|IMPUESTO SOBRE LA RENTA|002|012023|226000050
9|000000662|5541|316.27|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000050
9|000000662|202|5184.75|SUELDOS EVENTUALES|001|012023|226000050
10|000000663|5542|72.59|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000050
10|000000663|5540|239.79|SERVICIOS DE SALUD 4.625%|001|012023|226000050
10|000000663|5541|316.27|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000050
10|000000663|202|5184.75|SUELDOS EVENTUALES|001|012023|226000050
10|000000663|5408|446.44|IMPUESTO SOBRE LA RENTA|002|012023|226000050
11|000000664|5542|72.59|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000050
11|000000664|5540|239.79|SERVICIOS DE SALUD 4.625%|001|012023|226000050
11|000000664|5408|446.44|IMPUESTO SOBRE LA RENTA|002|012023|226000050
11|000000664|5541|316.27|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000050
11|000000664|202|5184.75|SUELDOS EVENTUALES|001|012023|226000050
12|000000666|5542|141.95|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000030
12|000000666|5540|468.93|SERVICIOS DE SALUD 4.625%|001|012023|226000030
12|000000666|5541|618.48|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000030
12|000000666|202|10139.05|SUELDOS EVENTUALES|001|012023|226000030
12|000000666|5408|1445.12|IMPUESTO SOBRE LA RENTA|002|012023|226000030
13|000000667|5542|207.11|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000030
13|000000667|5540|684.20|SERVICIOS DE SALUD 4.625%|001|012023|226000030
13|000000667|5408|2467.40|IMPUESTO SOBRE LA RENTA|002|012023|226000030
13|000000667|5541|902.41|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000030
13|000000667|202|14793.60|SUELDOS EVENTUALES|001|012023|226000030
14|000000669|5542|207.11|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000030
14|000000669|5540|684.20|SERVICIOS DE SALUD 4.625%|001|012023|226000030
14|000000669|5541|902.41|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000030
14|000000669|202|14793.60|SUELDOS EVENTUALES|001|012023|226000030
14|000000669|5408|2467.40|IMPUESTO SOBRE LA RENTA|002|012023|226000030
15|000000670|5542|141.95|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000030
15|000000670|5540|468.93|SERVICIOS DE SALUD 4.625%|001|012023|226000030
15|000000670|5408|1445.12|IMPUESTO SOBRE LA RENTA|002|012023|226000030
15|000000670|5541|618.48|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000030
15|000000670|202|10139.05|SUELDOS EVENTUALES|001|012023|226000030
16|000000671|5542|207.11|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000020
16|000000671|5540|684.20|SERVICIOS DE SALUD 4.625%|001|012023|226000020
16|000000671|5541|902.41|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000020
16|000000671|202|14793.60|SUELDOS EVENTUALES|001|012023|226000020
16|000000671|5408|2467.40|IMPUESTO SOBRE LA RENTA|002|012023|226000020
17|000000672|5542|129.52|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000020
17|000000672|5540|427.88|SERVICIOS DE SALUD 4.625%|001|012023|226000020
17|000000672|5408|1255.54|IMPUESTO SOBRE LA RENTA|002|012023|226000020
17|000000672|5541|564.34|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000020
17|000000672|202|9251.50|SUELDOS EVENTUALES|001|012023|226000020
18|000000673|5542|129.52|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000020
18|000000673|5540|427.88|SERVICIOS DE SALUD 4.625%|001|012023|226000020
18|000000673|5541|564.34|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000020
18|000000673|202|9251.50|SUELDOS EVENTUALES|001|012023|226000020
18|000000673|5408|1255.54|IMPUESTO SOBRE LA RENTA|002|012023|226000020
19|000000674|5542|129.52|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000020
19|000000674|5540|427.88|SERVICIOS DE SALUD 4.625%|001|012023|226000020
19|000000674|5408|1255.54|IMPUESTO SOBRE LA RENTA|002|012023|226000020
19|000000674|5541|564.34|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000020
19|000000674|202|9251.50|SUELDOS EVENTUALES|001|012023|226000020
20|000000675|5542|129.52|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000020
20|000000675|5540|427.88|SERVICIOS DE SALUD 4.625%|001|012023|226000020
20|000000675|5541|564.34|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000020
20|000000675|202|9251.50|SUELDOS EVENTUALES|001|012023|226000020
20|000000675|5408|1255.54|IMPUESTO SOBRE LA RENTA|002|012023|226000020
21|000000676|5542|129.52|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000020
21|000000676|5408|1255.54|IMPUESTO SOBRE LA RENTA|002|012023|226000020
21|000000676|5540|427.88|SERVICIOS DE SALUD 4.625%|001|012023|226000020
21|000000676|5541|564.34|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000020
21|000000676|202|9251.50|SUELDOS EVENTUALES|001|012023|226000020
22|000000677|5542|162.76|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000020
22|000000677|5540|537.70|SERVICIOS DE SALUD 4.625%|001|012023|226000020
22|000000677|5408|1762.71|IMPUESTO SOBRE LA RENTA|002|012023|226000020
22|000000677|5541|709.18|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000020
22|000000677|202|11625.90|SUELDOS EVENTUALES|001|012023|226000020
23|000000678|5408|2467.40|IMPUESTO SOBRE LA RENTA|002|012023|226000030
23|000000678|5542|207.11|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000030
23|000000678|5540|684.20|SERVICIOS DE SALUD 4.625%|001|012023|226000030
23|000000678|5541|902.41|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000030
23|000000678|202|14793.60|SUELDOS EVENTUALES|001|012023|226000030
24|000000679|5542|141.95|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000030
24|000000679|5540|468.93|SERVICIOS DE SALUD 4.625%|001|012023|226000030
24|000000679|5408|1445.12|IMPUESTO SOBRE LA RENTA|002|012023|226000030
24|000000679|5541|618.48|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000030
24|000000679|202|10139.05|SUELDOS EVENTUALES|001|012023|226000030
25|000000680|5408|1762.71|IMPUESTO SOBRE LA RENTA|002|012023|226000020
25|000000680|5542|162.76|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000020
25|000000680|5540|537.70|SERVICIOS DE SALUD 4.625%|001|012023|226000020
25|000000680|5541|709.18|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000020
25|000000680|202|11625.90|SUELDOS EVENTUALES|001|012023|226000020
26|000000681|5542|178.01|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000020
26|000000681|5540|588.07|SERVICIOS DE SALUD 4.625%|001|012023|226000020
26|000000681|5408|1995.35|IMPUESTO SOBRE LA RENTA|002|012023|226000020
26|000000681|5541|775.62|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000020
26|000000681|202|12715.05|SUELDOS EVENTUALES|001|012023|226000020
27|000000682|5408|2467.40|IMPUESTO SOBRE LA RENTA|002|012023|226000020
27|000000682|5542|207.11|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000020
27|000000682|5540|684.20|SERVICIOS DE SALUD 4.625%|001|012023|226000020
27|000000682|5541|902.41|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000020
27|000000682|202|14793.60|SUELDOS EVENTUALES|001|012023|226000020
28|000000683|5542|141.95|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000030
28|000000683|5540|468.93|SERVICIOS DE SALUD 4.625%|001|012023|226000030
28|000000683|5408|1445.12|IMPUESTO SOBRE LA RENTA|002|012023|226000030
28|000000683|5541|618.48|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000030
28|000000683|202|10139.05|SUELDOS EVENTUALES|001|012023|226000030
29|000000684|5408|1255.54|IMPUESTO SOBRE LA RENTA|002|012023|226000020
29|000000684|5542|129.52|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000020
29|000000684|5540|427.88|SERVICIOS DE SALUD 4.625%|001|012023|226000020
29|000000684|5541|564.34|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000020
29|000000684|202|9251.50|SUELDOS EVENTUALES|001|012023|226000020
30|000000685|5542|141.95|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000030
30|000000685|5540|468.93|SERVICIOS DE SALUD 4.625%|001|012023|226000030
30|000000685|5541|618.48|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000030
30|000000685|202|10139.05|SUELDOS EVENTUALES|001|012023|226000030
30|000000685|5408|1445.12|IMPUESTO SOBRE LA RENTA|002|012023|226000030
31|000000686|5542|207.11|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000030
31|000000686|5540|684.20|SERVICIOS DE SALUD 4.625%|001|012023|226000030
31|000000686|5408|2467.40|IMPUESTO SOBRE LA RENTA|002|012023|226000030
31|000000686|5541|902.41|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000030
31|000000686|202|14793.60|SUELDOS EVENTUALES|001|012023|226000030
32|000000687|5542|129.52|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000020
32|000000687|5540|427.88|SERVICIOS DE SALUD 4.625%|001|012023|226000020
32|000000687|5541|564.34|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000020
32|000000687|202|9251.50|SUELDOS EVENTUALES|001|012023|226000020
32|000000687|5408|1255.54|IMPUESTO SOBRE LA RENTA|002|012023|226000020
33|000000688|5542|141.95|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000030
33|000000688|5540|468.93|SERVICIOS DE SALUD 4.625%|001|012023|226000030
33|000000688|5408|1445.12|IMPUESTO SOBRE LA RENTA|002|012023|226000030
33|000000688|5541|618.48|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000030
33|000000688|202|10139.05|SUELDOS EVENTUALES|001|012023|226000030
34|000000689|5542|129.52|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000020
34|000000689|5540|427.88|SERVICIOS DE SALUD 4.625%|001|012023|226000020
34|000000689|5541|564.34|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000020
34|000000689|202|9251.50|SUELDOS EVENTUALES|001|012023|226000020
34|000000689|5408|1255.54|IMPUESTO SOBRE LA RENTA|002|012023|226000020
35|000000690|5542|129.52|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000020
35|000000690|5540|427.88|SERVICIOS DE SALUD 4.625%|001|012023|226000020
35|000000690|5408|1255.54|IMPUESTO SOBRE LA RENTA|002|012023|226000020
35|000000690|5541|564.34|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000020
35|000000690|202|9251.50|SUELDOS EVENTUALES|001|012023|226000020
36|000000691|5542|129.52|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000020
36|000000691|5540|427.88|SERVICIOS DE SALUD 4.625%|001|012023|226000020
36|000000691|5541|564.34|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000020
36|000000691|202|9251.50|SUELDOS EVENTUALES|001|012023|226000020
36|000000691|5408|1255.54|IMPUESTO SOBRE LA RENTA|002|012023|226000020
37|000000692|5542|141.95|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000030
37|000000692|5540|468.93|SERVICIOS DE SALUD 4.625%|001|012023|226000030
37|000000692|5408|1445.12|IMPUESTO SOBRE LA RENTA|002|012023|226000030
37|000000692|5541|618.48|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000030
37|000000692|202|10139.05|SUELDOS EVENTUALES|001|012023|226000030
38|000000693|5542|207.11|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000020
38|000000693|5540|684.20|SERVICIOS DE SALUD 4.625%|001|012023|226000020
38|000000693|5541|902.41|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000020
38|000000693|202|14793.60|SUELDOS EVENTUALES|001|012023|226000020
38|000000693|5408|2467.40|IMPUESTO SOBRE LA RENTA|002|012023|226000020
39|000000694|5542|129.52|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000020
39|000000694|5540|427.88|SERVICIOS DE SALUD 4.625%|001|012023|226000020
39|000000694|5408|1255.54|IMPUESTO SOBRE LA RENTA|002|012023|226000020
39|000000694|5541|564.34|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000020
39|000000694|202|9251.50|SUELDOS EVENTUALES|001|012023|226000020
40|000000695|5542|72.59|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000050
40|000000695|5540|239.79|SERVICIOS DE SALUD 4.625%|001|012023|226000050
40|000000695|5541|316.27|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000050
40|000000695|202|5184.75|SUELDOS EVENTUALES|001|012023|226000050
40|000000695|5408|446.44|IMPUESTO SOBRE LA RENTA|002|012023|226000050
41|000000696|5542|129.52|CAPITALIZACION INDIVIDUAL 1.4%|001|012023|226000020
41|000000696|5540|427.88|SERVICIOS DE SALUD 4.625%|001|012023|226000020
41|000000696|5408|1255.54|IMPUESTO SOBRE LA RENTA|002|012023|226000020
41|000000696|5541|564.34|SISTEMA SOLIDARIO DE REPARTO 6.1%|001|012023|226000020
41|000000696|202|9251.50|SUELDOS EVENTUALES|001|012023|226000020
